Date,Season #,Path order,Season Year,City,State,Latitude,Longitude,Venue Name,Concert Type,Repertoire,Assisting Artists,Institutional Affiliation and Notes
1/13/1876,19,27,1875-76,Boston,MA,42.358562,-71.05833,Kennedy Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",Boston Highlands Concerts and Operas
1/17/1876,19,28,1875-76,Trenton,NJ,40.2206567,-74.758962,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
2/22/1876,19,29,1875-76,Port Huron,MI,2.970863,-82.424914,Harrington's Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
2/23/1876,19,30,1875-76,Lansing,MI,42.733893,-84.553809,Lansing Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
2/26/1876,19,31,1875-76,Fort Wayne,IN,41.079273,-85.139351,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
2/28/1876,19,32,1875-76,Chicago,IL,41.878114,-87.629798,Farwell Hall,Lyceum Circuit,"Wieniawski, Legende, Op. 17; Moligne, Saltarella; Paganini, Witches Dance, Op. 8","Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/4/1876,19,33,1875-76,Elgin,IL,42.035408,-88.282567,Du Bois Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/7/1876,19,34,1875-76,Dubuque,IA,42.505371,-90.66721,Dubuque Congregational Church,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/8/1876,19,35,1875-76,Rochelle,IL,41.9234227,-89.067574,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/11/1876,19,36,1875-76,Janesville,WI,42.682789,-89.018722,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/13/1876,19,37,1875-76,Oshkosh,WI,44.024706,-88.542614,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/14/1876,19,38,1875-76,Appleton,WI,44.261931,-88.415385,Schuetzen Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/20/1876,19,39,1875-76,Red Wing,MN,44.566111,-92.536944,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/21/1876,19,40,1875-76,Minneapolis,MN,44.979965,-93.263836,Minneapolis Academy of Music,Lyceum Circuit,"Wieniawski, Souvenir de Moscou, Op. 6; Ernst, Rondo Papageno Op. 20; Spohr, Polonaise","Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/22/1876,19,41,1875-76,Minneapolis,MN,44.979965,-93.263836,Minneapolis Academy of Music,Lyceum Circuit,"Spohr, Polonaise; Urso, Last Rose of Summer; Wieniawski, Legende, Op. 17; Paganini, Carnival of Venice Op. 10","Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/27/1876,19,42,1875-76,Winona,MN,44.047889,-91.640439,Normal Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/29/1876,19,43,1875-76,Lansing,MN,43.74524,-92.970192,Jones Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
3/30/1876,19,44,1875-76,Cedar Fall,IA,42.534899,-92.445316,Phoenix Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/3/1876,19,45,1875-76,Muscatine,IA,41.424473,-91.043205,Old's Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/10/1876,19,46,1875-76,Yankton,SD,42.871109,-97.397281,Yankton Congregational Church,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/11/1876,19,47,1875-76,Sioux City,IA,42.499994,-96.400307,Sioux City Academy of Music,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/12/1876,19,48,1875-76,Council Bluffs,IA,41.261944,-95.860833,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/13/1876,19,49,1875-76,Omaha,NE,41.252363,-95.997988,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/14/1876,19,50,1875-76,Atchison,KS,39.563052,-95.121636,Corinthian Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/15/1876,19,51,1875-76,Leavenworth,KS,39.311111,-94.922464,Odd Fellows Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/17/1876,19,52,1875-76,Lawerence,KS,38.963365,-95.250141,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/18/1876,19,53,1875-76,Topeka,KS,39.055824,-95.689019,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/19/1876,19,54,1875-76,Kansas City,MO,39.099727,-94.578567,Coates Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/20/1876,19,55,1875-76,Fort Scott,KS,37.839763,-94.708295,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/22/1876,19,56,1875-76,Blue Rapids,KS,39.680406,-96.660006,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
4/24/1876,19,57,1875-76,Quincy,IL,39.931882,-91.403969,"Quincy, IL",Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
5/5/1876,19,58,1875-76,Mattoon,IL,39.48309,-88.372825,Doles Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
5/13/1876,19,59,1875-76,Portsmouth,OH,38.731743,-82.997674,Wilhelms Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
5/18/1876,19,60,1875-76,Washington,PA,40.169008,-80.247608,Washington Town Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
5/21/1876,19,61,1875-76,Pottsville,PA,40.685646,-76.195499,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
12/12/1876,20,1,1876-77,San Francisco,CA,37.77493,-122.41942,Platt's Hall,Lyceum Circuit,"Wieniawski, Legende, Op. 17; Mendelssohn, Violin Concerto in E minor, Op. 64; Ernst, Rondo Papageno; Last Rose of Summer; Beethoven, Violin Sonata No. 5, Op. 24  Spring","Inez Fabbri, Signor Tagliapietra, Mr. Borneman, Oakland Glee Club, Professor Morgan, Auguste Sauret","Proceeds of this concert ($900) were given to Brooklyn Relief Fund benefiting repairs after the Brooklyn Theatre fire (see New York Herald December 15, 1876)"
12/14/1876,20,2,1876-77,San Francisco,CA,37.77493,-122.41942,Platt's Hall,Lyceum Circuit,"Beethoven, Violin Sonata No. 9, Op. 47,  Kreutzer ",Auguste Sauret; Inez Fabbri,
12/19/1876,20,3,1876-77,San Francisco,CA,37.77493,-122.41942,Platt's Hall,Benefit,"Leclair, Violin Sonata in D major, Op.9 No.3 Tombeau, Sarabande et Tambourin; Paganini, Witches Dance, Op. 8; Mozart, Violin Sonata No. 9",Inez Fabbri,benefit for Pacific Hebrew Orphan Asylum
2/13/1876,20,4,1876-77,San Francisco,CA,37.77493,-122.41942,San Francisco Academy of Music,Variety,"Beethoven, Violin Concerto in D major, Op.61; Two Souvenir de Moscou, Op. 6; Urso, Last Rose of Summer",August Sauret; Handel and Haydn Society of Oakland; Professor Morgan,
2/22/1877,20,5,1876-77,Portland,OR,45.523452,-122.67621,New Market Theater,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Moligne, Tarantilla; Urso, Last Rose of Summer","Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
2/24/1877,20,6,1876-77,Portland,OR,45.523452,-122.67621,New Market Theater,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
2/27/1877,20,7,1876-77,Portland,OR,45.523452,-122.67621,New Market Theater,Lyceum Circuit,"Paganini, Carnival of Venice Op. 10","Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
2/26/1877,20,8,1876-77,Salem,OR,44.942898,-123.0351,Reed's Opera House,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
3/9/1877,20,9,1876-77,Port Townsend,WA,48.117039,-122.76045,,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
3/10/1877,20,10,1876-77,Port Gamble,WA,47.854261,-122.58376,,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
3/12/1877,20,11,1876-77,Seattle,WA,47.60621,-122.33207,Yesler's Hall,Lyceum Circuit,St. Patrick's Day,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
3/13/1877,20,12,1876-77,Seattle,WA,47.60621,-122.33207,Yesler's Hall,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
3/14/1877,20,13,1876-77,Olympia,WA,47.037874,-122.9007,Columbia Hall,Lyceum Circuit,"Urso, Last Rose of Summer","Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
3/17/1877,20,14,1876-77,Vancouver,WA,45.638728,-122.66149,,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
3/20/1877,20,15,1876-77,Albany,OR,44.636511,-123.10593,Albany Opera House,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
3/22/1877,20,16,1876-77,Portland,OR,45.523452,-122.67621,Lane's Hall,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
3/23/1877,20,17,1876-77,Portland,OR,45.523452,-122.67621,Lane's Hall,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",Benefit Concert in aid of the Portland Library Association
3/25/1877,20,18,1876-77,Euguene,OR,,,,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
4/24/1877,20,19,1876-77,Sacramento,CA,38.581572,-121.4944,Sacremento Congregational Church,Lyceum Circuit,"Paganini, Witches Dance, Op. 8","Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
5/3/1877,20,20,1876-77,Reno,NV,39.529633,-119.8138,Kimball's New Hall,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
5/4/1877,20,21,1876-77,Carson City,NV,39.163798,-119.7674,Carson Theatre,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
5/5/1877,20,22,1876-77,Yerington,NV,38.985751,-119.16293,National Theater,Lyceum Circuit,,"Ivy Wandesforde, Chas Pflueger, Luigi Contini, Auguste Sauret",
5/17/1877,20,23,1876-77,Oakland,CA,37.804364,-122.27111,Dietz' Opera House,Lyceum Circuit,,"Ivy Wandesforde, Charles Pflueger, Auguste Sauret, Julius Hunrichs",
10/27/1877,21,1,1877-78,Wilmington,DE,39.745833,-75.546667,Grand Opera House,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
10/28/1877,21,2,1877-78,Washington,DC,38.895112,-77.036366,National Theater,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
10/29/1877,21,3,1877-78,Philadelphia,PA,39.952335,-75.163789,Philadelphia Academy of Music,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
11/3/1877,21,4,1877-78,Ansonia,CT,41.342828,-73.07863,Ansonia Opera House,Lyceum Circuit,"Ernst, Othello Fantasie; Wieniawski, Pollonaise","Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/5/1877,21,5,1877-78,Pittsburgh,PA,40.440625,-79.995886,Library Hall,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/8/1877,21,6,1877-78,Bucyrus,OH,40.808391,-82.975465,Rowse's Hall,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/10/1877,21,7,1877-78,Elyria,OH,41.36838,-82.107649,,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/11/1877,21,8,1877-78,Hillsdale,MI,41.920047,-84.63051,,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/14/1877,21,9,1877-78,South Bend,IN,41.683381,-86.250007,South Bend Opera House,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/15/1877,21,10,1877-78,Fort Wayne,IN,41.079273,-85.139351,,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/18/1877,21,11,1877-78,Jackson,MI,42.2474926,-84.408263,,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/19/1877,21,12,1877-78,Mattoon,IL,39.48309,-88.372825,Mattoon Opera Hall,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/21/1877,21,13,1877-78,Danville,IL,40.124481,-87.630021,,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/22/1877,21,14,1877-78,Decatur,IL,39.840315,-88.9548,Smith's Opera House,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/24/1877,21,15,1877-78,Bloomington,IL,40.484203,-88.993687,Durley Hall,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
12/25/1877,21,16,1877-78,Mendota,IL,41.547255,-89.117585,,Lyceum Circuit,,"J.F. Rudolphsen, W.C. Tower, Benno Scherek",Ivy Wandesforde is Ill
1/4/1878,21,17,1877-78,Rockford,IL,42.2672686,-89.087931,Brown's Hall,Lyceum Circuit,"Ernst, Othello Fantasie, Op. 11; Wieniawski, Polonaise Brilliante No. 2, Op. 21","Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
1/18/1878,21,18,1877-78,Independence,KS,37.224236,-95.708313,Independence Opera House,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
1/21/1878,21,19,1877-78,Waterloo,IA,42.492764,-92.342963,Burnham's Opera House,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
1/28/1878,21,20,1877-78,Clinton,IL,40.153648,-88.964525,Dewitt Hall,Lyceum Circuit,"Ernst, Othello Fantasie; Wieniawski, Pollonaise","Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
1/29/1878,21,21,1877-78,St. Louis,MO,43.408611,-84.611389,Mercantile Library Hall,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
2/1/1878,21,22,1877-78,Alton,IL,38.890604,-90.184276,Mercantile Hall,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
2/2/1878,21,23,1877-78,St. Louis,MO,43.408611,-84.611389,Mercantile Library Hall,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
2/12/1878,21,24,1877-78,Troy,OH,40.038472,-84.204171,,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
2/15/1878,21,25,1877-78,Lima,OH,40.742551,-84.105226,City Hall,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
2/18/1878,21,26,1877-78,Detroit,MI,42.331427,-83.045754,Whitney's Opera House,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
3/5/1878,21,27,1877-78,Danbury,CT,41.394817,-73.454011,Danbury Opera House,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
3/23/1878,21,28,1877-78,Buffalo,NY,42.886447,-78.878369,St. James Hall,Lyceum Circuit,"Ernst, Othello Fantasie, Op. 11; Wieniawski, Polonaise Brilliante No. 2, Op. 21; Urso, Old Folks at Home; Wieniawski, Legende, Op. 17","Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
4/8/1878,21,29,1877-78,Milwaukee,WI,43.038903,-87.906474,Milwaukee Academy of Music,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
4/9/1878,21,1,1877-78,Janesville,WI,42.682789,-89.018722,Myers Opera House,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
4/15/1878,21,2,1877-78,Minneapolis,MN,44.979965,-93.263836,Minneapolis Academy of Music,Lyceum Circuit,"Ernst, Othello Fantasie, Op. 11; Wieniawski, Polonaise Brilliante No. 2, Op. 21","Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
4/26/1878,21,3,1877-78,Des Moines,IA,41.600545,-93.609106,Des Moines Academy of Music,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
5/7/1878,21,4,1877-78,Shelbyville,IN,39.524455,-85.778766,Blessings Opera Hall,Lyceum Circuit,,"Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
5/12/1878,21,5,1877-78,Rochester,NY,43.156733,-77.614765,Corinthian Hall,Lyceum Circuit,"Corelli, La Folia; Spohr, Pollonaise; Wieniawski, Pollonaise","Ivy Wandesforde, J.F. Rudolphsen, W.C. Tower, Benno Scherek",
9/25/1878,22,1,1878-79,Worcester,MA,42.358562,-71.05833,Mechanics Hall,Lyceum Circuit,"Tartini, Devil's Trill Sonata in G minor; Tabronski, Waltz Caprice",Temple Quartette,Worcester Music Festival
10/26/1878,22,2,1878-79,Middletown,CT,41.445927,-74.422934,McDonough Hall,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
10/30/1878,22,3,1878-79,Meriden,CT,41.538154,-72.807043,Meriden Town Hall,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
11/7/1878,22,4,1878-79,Boston,MA,42.358562,-71.05833,Boston Music Hall,Lyceum Circuit,"Tartini, Devil's Trill Sonata in G minor; Mozart, Violin Sonata No. 9; Ernst, Othello Fantasie, Op. 11","Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
11/8/1878,22,5,1878-79,New Bedford,MA,41.636215,-70.934205,Liberty Hall,Lyceum Circuit,Old Folks at Home,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
11/11/1878,22,6,1878-79,Fall River,MA,41.701491,-71.155045,,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
11/12/1878,22,7,1878-79,Portland,ME,43.6591,-70.256821,Portland City Hall,Lyceum Circuit,"Tartini, Devil's Trill Sonata in G minor;  Paganini, La Campanella","Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
11/16/1878,22,8,1878-79,Saint Albans,VT,44.793182,-73.082405,Welden Hall,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
11/25/1878,22,9,1878-79,Burlington,VT,44.475883,-73.212072,Burlington City Hall,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
12/10/1878,22,10,1878-79,Scranton,PA,41.408969,-75.662412,Scranton Academy of Music,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
12/16/1878,22,11,1878-79,Leighton,PA,40.833703,-75.713801,,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
12/19/1878,22,12,1878-79,Wilkes Barre,PA,41.245915,-75.881308,Music Hall,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
12/26/1878,22,13,1878-79,Lancaster,PA,40.037876,-76.305514,Lancaster Academy of Muisc,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
12/27/1878,22,14,1878-79,Buffalo,NY,42.886447,-78.878369,St. James Hall,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
12/28/1878,22,15,1878-79,Cleveland,OH,41.499495,-81.695409,Case Hall,Lyceum Circuit,,"Ivy Wandesforde, Benno Scherek, J.F. Rudolphson, W.C. Tower",
1/4/1879,22,16,1878-79,Bucyrus,OH,40.808391,-82.975465,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
1/9/1879,22,17,1878-79,Piqua,OH,40.147486,-84.240927,Piqua Opera House,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
1/23/1879,22,18,1878-79,Kalamazoo,MI,42.289751,-85.585645,Union Hall,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
2/23/1879,22,19,1878-79,Des Moines,IA,41.600545,-93.609106,Moore's Opera House,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
2/28/1879,22,20,1878-79,Nebraska City,NE,40.676575,-95.859362,Dohany Hall,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/5/1879,22,21,1878-79,Atchison,KS,39.563052,-95.121636,Odd Fellows Hall,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/6/1879,22,22,1878-79,Topeka,KS,39.055824,-95.689019,Topeka Opera House,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/7/1879,22,23,1878-79,Lawerence,KS,38.963365,-95.250141,Liberty Hall,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/8/1879,22,24,1878-79,Emporia,KS,38.403903,-96.181663,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/10/1879,22,25,1878-79,Wichita,KS,37.692236,-97.337545,Russel Hall,Lyceum Circuit,"Tartini, Devil's Trill Sonata in G minor; Mozart, Violin Sonata No. 9","Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/11/1879,22,26,1878-79,Wichita,KS,37.692236,-97.337545,Russel Hall,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/16/1879,22,27,1878-79,Pueblo,CO,38.254447,-104.60914,Chilcott's Hall,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/17/1879,22,28,1878-79,Pueblo,CO,38.254447,-104.60914,Chilcott's Hall,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/18/1879,22,29,1878-79,Colorado Springs,CO,38.833882,-104.82136,,Lyceum Circuit,"Tartini, Devil's Trill Sonata in G minor; Mozart, Violin Sonata No. 9","Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/26/1879,22,30,1878-79,Georgetown,CO,39.706098,-105.6975,Cushman's Opera House,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/28/1879,22,31,1878-79,Denver,CO,39.737567,-104.98472,Forrester Opera House,Lyceum Circuit,"Tartini, Devil's Trill Sonata in G minor; Mozart, Violin Sonata No. 9","Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
3/29/1879,22,32,1878-79,Denver,CO,39.737567,-104.98472,Forrester Opera House,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
4/11/1879,22,33,1878-79,Columbus,NE,41.430297,-97.35939,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
4/14/1879,22,34,1878-79,Lincoln,NE,40.806862,-96.681679,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
4/16/1879,22,35,1878-79,Atchison,KS,39.563052,-95.121636,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
4/17/1879,22,36,1878-79,St. Joseph,MO,39.768606,-94.846632,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
4/19/1879,22,37,1878-79,Leavenworth,KS,39.311111,-94.922464,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
4/22/1879,22,38,1878-79,Macon,MO,39.742256,-92.472686,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
4/29/1879,22,39,1878-79,Waukesha,WI,43.011678,-88.231481,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
5/3/1879,22,40,1878-79,Davenport,IA,41.523644,-90.577637,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
5/10/1879,22,41,1878-79,Rockford,IL,42.2672686,-89.087931,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
5/12/1879,22,42,1878-79,Watertown,WI,43.194721,-88.728992,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
5/15/1879,22,43,1878-79,Green Bay,WI,44.519159,-88.019826,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
