Date,Season #,Path order,Season Year,City,State,Latitude,Longitude,Venue Name,Concert Type,Repertoire,Assisting Artists,Institutional Affiliation and Notes
5/26/1879,22,44,1878-79,Appleton,WI,44.261931,-88.415385,,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
5/30/1879,22,45,1878-79,Janesville,WI,42.682789,-89.018722,Myers Opera House,Lyceum Circuit,,"Jennie Sargent, W.C. Tower, J.F. Rudolphsen, Benno Scherek",
12/6/1880,23,1,1880-81,Bridgeport,CT,41.167041,-73.204835,,Lyceum Circuit,,,
12/31/1880,23,2,1880-81,Augusta,GA,33.4714934,-81.96164,Augusta Opera House,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",Camilla Urso with the Mendelssohn Quintett Club
1/3/1881,23,3,1880-81,Macon,GA,32.836343,-83.631988,Masonic Hall,Lyceum Circuit,"Paganini, Moses Variations; Ernst, Othello Fantasie, Op. 11","Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/5/1881,23,4,1880-81,Atlanta,GA,33.748995,-84.387982,Atlanta Opera House,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",Camilla Urso with the Mendelssohn Quintett Club
1/7/1881,23,5,1880-81,Chattanooga,TN,35.04563,-85.30968,James Hall,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/8/1881,23,6,1880-81,Tuscaloosa,AL,33.204448,-87.53577,A.C.F. College,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/10/1881,23,7,1880-81,Selma,AL,32.431221,-87.032387,,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/11/1881,23,8,1880-81,Montgomery,AL,32.36681,-86.29997,Montgomery Theatre,Lyceum Circuit,"Urso,  Fantasie for Violin ; Urso, Last Rose of Summer","Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/14/1881,23,9,1880-81,Vicksburg,MS,32.327983,-90.883052,Vicksburg Opera House,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/17/1881,23,10,1880-81,Vicksburg,MS,32.327983,-90.883052,Vicksburg Opera House,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/18/1881,23,11,1880-81,Jackson,MS,32.283321,-90.18833,Jackson Opera House,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/22/1881,23,12,1880-81,Memphis,TN,35.133034,-89.998804,Leubrie's Theater,Lyceum Circuit,"Paganini, Moses Variations; Ernst, Othello Fantasie, Op. 11","Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/23/1881,23,13,1880-81,Memphis,TN,35.133034,-89.998804,Leubrie's Theater,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Spohr, Duo for two violins","Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/24/1881,23,14,1880-81,Hunstville,AL,34.734016,-86.58573,Hunstville Opear House,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/26/1881,23,15,1880-81,Nashville,TN,36.15221,-86.768685,Masonic Theater,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/27/1881,23,16,1880-81,Milan,TN,35.916952,-88.757089,Milan Opera House,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/28/1881,23,17,1880-81,Louisville,KY,38.252665,-85.758456,Masonic Temple,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/29/1881,23,18,1880-81,Louisville,KY,38.252665,-85.758456,Masonic Temple,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
1/31/1881,23,19,1880-81,Cincinnati,OH,39.103118,-84.51202,Dexter Hall,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
2/1/1881,23,20,1880-81,Cincinnati,OH,39.103118,-84.51202,Dexter Hall,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
2/4/1881,23,21,1880-81,Indianapolis,IN,39.766109,-86.159334,Park Theater,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
2/5/1881,23,22,1880-81,Indianapolis,IN,39.766109,-86.159334,Park Theater,Lyceum Circuit,"Ernst, Othello Fantasie, Op. 11; Paganini, Moses Variations","Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
2/8/1881,23,23,1880-81,Fort Wayne,IN,41.079273,-85.139351,Grand Opera House,Lyceum Circuit,,"Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
2/11/1881,23,24,1880-81,Detroit,MI,42.331427,-83.045754,Harmonie Hall,Lyceum Circuit,"Ernst, Othello Fantasie, Op. 11; Paganini, Moses Variations","Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
2/12/1881,23,25,1880-81,Detroit,MI,42.331427,-83.045754,Harmonie Hall,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Spohr, Duo for two violins","Marie Nellini, Isidor Schnitzler, Thomas Ryan, Ernst Thiele, William Schade, Frederick Geise",
10/24/1881,24,1,1881-82,Philadelphia,PA,39.952335,-75.163789,Philadelphia Academy of Music,Orchestral,,"Emma Howe, Anna Bock, New York Philharmonic Club",
10/25/1881,24,2,1881-82,New York,NY,40.696464,-73.425169,Chickerings Hall,Variety,"Wieniawski, Faust Fantasie","Nella F. Brown, Emma S. Howe",
10/30/1881,24,3,1881-82,Boston,MA,42.358562,-71.05833,Boston Theatre,Variety,,"Theresa Carreno, Emma Donaldi",
11/5/1881,24,4,1881-82,New York,NY,40.696464,-73.425169,Booths Theatre,Variety,,"Emma Donaldi, Teresa Carreno",
11/12/1881,24,5,1881-82,New York,NY,40.725573,-73.996654,Booths Theatre,Variety,,"Theresa Carreno, Emma Donaldi",
11/21/1881,24,6,1881-82,Stockbridge,MA,42.296908,-73.323504,Stockbridge City Hall,Variety,"Paganini, Witches Dance, Op. 8; Ernst, Lucia di Lamermoor Fantasie","Miss Dickerson, Mr. Blumenberg, Singor Perugini, Mr. Sweet, Mr. Alfred Pease",
11/23/1881,24,7,1881-82,Bangor,ME,44.801613,-68.771225,,Variety,,"Etelka Gerster, Signor Perugini, Mr. Sweet, Signor Blumenburg, Signor Denovellis",
11/29/1881,24,8,1881-82,Hartford,CT,41.763711,-72.685093,,Variety,"Paganini, Witches Dance, Op. 8; Ernst, Lucia di Lamermoor Fantasie","Alfred Pease, George Sweet, Signor Perugini, Etelka Gester, Jenny Dickerson",
12/12/1881,24,9,1881-82,Boston,MA,42.358562,-71.05833,Boston Music Hall,Variety,"Corelli, La Folia; Taborowski, Waltz Caprice","B.J. Lang,  Theodore Toedt, George W. Sumner, John A. Preston",Apollo club  
1/5/1882,24,10,1881-82,Boston,MA,42.358562,-71.05833,Boston Museum,Orchestral,"Mendelssohn, Violin Concerto in E minor, Op. 64; Louis Spohr, Violin concerto no. 9, op. 55, adagio","Carl Zerrahn,",Harvard Musical Association
1/31/1882,24,11,1881-82,Portland,ME,43.6591,-70.256821,Portland City Hall,Variety,,"Fannie Hawes, Harvey Murray, Mr. W.E. Chandler, Patrick Gilmore",
2/15/1882,24,12,1881-82,Washington,DC,38.895112,-77.036366,Congregational Church,Variety,"Mendelssohn, Violin Concerto in E minor, Op. 64; Paganini, Moses Variations; Urso, Last Rose of Summer; Chopin, Waltz; Wieniawski, Mazourka","Marguerite Hall, Auguste Sauret",Apollo Club of Washington
2/28/1882,24,13,1881-82,North Adams,MA,42.696581,-73.109574,Wilson Opera House,Variety,,"Marguerite Hall, Mr. S. Liebling, Alfred P. Burbank",
4/15/1882,24,14,1881-82,Chicago,IL,41.878114,-87.629798,Central Music Hall,Orchestral,"Mendelssohn, Violin Concerto in E minor, Op. 64","A. Liesegang, Mme. Schoonhoven",Chicago Philharmonic Society
4/24/1882,24,15,1881-82,Chicago,IL,41.878114,-87.629798,Central Music Hall,Benefit,,,Benefit for the Ladies Union Aid Society
5/3/1882,24,16,1881-82,New York,NY,40.696464,-73.425169,Irving Hall,Variety,,,Benefit for the Hospital of the Societe de Bienfaisance
5/19/1882,24,17,1881-82,Red Bank,NJ,40.350134,-74.066129,Red Bank Music Hall,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Paganini, Moses Variations","Helen Potter, Marguerite Hall, Auguste Sauret",
5/17/1882,24,18,1881-82,Freehold,NJ,40.259355,-74.273069,,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Paganini, Moses Variations","Helen Potter, Marguerite Hall, Auguste Sauret",
5/24/1882,24,19,1881-82,Brattleboro,VT,42.850915,-72.557868,,Lyceum Circuit,,"Helen Potter, Marguerite Hall, Auguste Sauret",
5/27/1882,24,20,1881-82,Woodstock,VT,43.624654,-72.517223,Woodstock Town Hall,Lyceum Circuit,,"Helen Potter, Marguerite Hall, Auguste Sauret",
5/29/1882,24,21,1881-82,Montpelier,VT,44.260059,-72.575387,,Lyceum Circuit,,"Helen Potter, Marguerite Hall, Auguste Sauret",
6/5/1882,24,22,1881-82,Saint Albans,VT,44.793182,-73.082405,Welden Hall,Lyceum Circuit,,"Helen Potter, Marguerite Hall, Auguste Sauret",
6/7/1882,24,23,1881-82,Middlebury,VT,44.015329,-73.167351,Academy Hall,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64, 2nd and 3rd mvt; Paganini, Moses Variations","Helen Potter, Harry S. Ormund, Marguertie Hall, Auguste Sauret",
6/13/1882,24,24,1881-82,Springfield,MA,42.1010852,-72.589459,Springfield Opera House,Lyceum Circuit,,"Helen Potter, Marguerite Hall, Auguste Sauret",
10/17/1882,25,1,1882-83,Hartford,CT,41.763711,-72.685093,Hartford Town Hall,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
10/31/1882,25,2,1882-83,Freehold,NJ,40.259355,-74.273069,Neafie's Books Store,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
11/1/1882,25,3,1882-83,Brooklyn,NY,40.652876,-73.959494,Bedford Ave Reformed Church,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
11/3/1882,25,4,1882-83,Montclair,NJ,40.82974,-74.21051,Montclair Hall,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
11/6/1882,25,5,1882-83,Princeton,NJ,40.353724,-74.665988,,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
11/13/1882,25,6,1882-83,Boston,MA,42.358562,-71.05833,Tremont Temple,Lyceum Circuit,"Rust, Violin Sonata No. 1; Paganini, Witches Dance, Op. 8","S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",Boston Star Course Series
11/17/1882,25,7,1882-83,Lowell,MA,42.631333,-71.333048,Huntington Hall,Lyceum Circuit,"Rust, Violin Sonata No. 1; Wieniawski, Waltz; Paganini, Witches Dance, Op. 8; Gottschalk, Slumber Song","Marguerite Hall, Emily Spader, S. Liebling",
11/20/1882,25,8,1882-83,Worcester,MA,42.358562,-71.05833,Mechanics Hall,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
11/21/1882,25,9,1882-83,Hartford,CT,41.763711,-72.685093,Allyn Hall,Lyceum Circuit,"Rust, Violin Sonata No. 1; Paganini, Witches Dance, Op. 8","S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
11/30/1882,25,10,1882-83,Lewisburg,PA,40.961861,-76.885927,Lewisburg Music Hall,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
12/21/1882,25,11,1882-83,Akron,OH,41.080459,-81.517849,,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
12/31/1882,25,12,1882-83,Cincinnati,OH,39.103118,-84.51202,Grand Opera House,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
1/8/1883,25,13,1882-83,Champaign,IL,40.11642,-88.243383,Champaign Opera House,Lyceum Circuit,,"S. Liebling, Marguerite Hall, Emily Spader, A.P. Burbank",
1/9/1883,25,14,1882-83,Chicago,IL,41.878114,-87.629798,Central Music Hall,Lyceum Circuit,"Rust, Violin Sonata No. 1; Paganini, Witches Dance, Op. 8","Edith Wendell, Marguerite Hall, S. Liebling, Alfred Burbank",
1/23/1883,25,15,1882-83,Neenah,WI,44.184485,-88.461091,,Lyceum Circuit,"Rust, Violin Sonata No. 1; Paganini, Witches Dance, Op. 8","Edith Wendell, Marguerite Hall, S. Liebling, Alfred Burbank",
1/24/1883,25,16,1882-83,Green Bay,WI,44.519159,-88.019826,Klaus Hall,Lyceum Circuit,,"Edith Wendell, Marguerite Hall, S. Liebling, Alfred Burbank",
2/12/1883,25,17,1882-83,Wellsville,NY,42.12239,-77.948832,,Lyceum Circuit,,"Holst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",Star Lecture Course
2/14/1883,25,18,1882-83,Lewisburg,PA,40.961861,-76.885927,,Lyceum Circuit,,"Holst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",
2/15/1883,25,19,1882-83,Scranton,PA,41.408969,-75.662412,Scranton Academy of Music,Lyceum Circuit,,"Holst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",
2/19/1883,25,20,1882-83,Rochester,NY,43.156733,-77.614765,Washington Hall,Lyceum Circuit,,"Holst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",
2/23/1883,25,21,1882-83,Johnstown,NY,43.006513,-74.369895,,Lyceum Circuit,,"Holst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",
2/27/1883,25,22,1882-83,Fitchburg,MA,42.583423,-71.802296,Fitchburg Opera House,Lyceum Circuit,,"Holst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",
2/28/1883,25,23,1882-83,North Adams,MA,42.696581,-73.109574,Wilson Opera House,Lyceum Circuit,"J.W. Rust, Violin Sonata; Paganini, Witches Dance","Edith Wendell, Marguerite Hall, S. Liebling, Alfred Burbank",
3/1/1883,25,24,1882-83,Pittsfield,MA,42.450085,-73.245382,First Church,Lyceum Circuit,,"Holst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",
3/7/1883,25,25,1882-83,Fitchburg,MA,42.583423,-71.802296,,Lyceum Circuit,,"Holst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",
3/18/1883,25,26,1882-83,Augusta,ME,44.3165988,-69.770595,,Lyceum Circuit,,"Holst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",
3/26/1883,25,27,1882-83,Bangor,ME,44.801613,-68.771225,Bangor Opera House,Lyceum Circuit,,"Holst Hansen, Marguerite Hall, S. Liebling, Alfred Burbank",
5/1/1883,25,28,1882-83,Princeton,NJ,40.353724,-74.665988,Mercer Hall,Lyceum Circuit,,"Holst Hansen, Marguerite Hall, S. Liebling, Alfred Burbank",
5/4/1883,25,29,1882-83,Honesdale,PA,41.5744197,-75.256791,,Lyceum Circuit,,"Holst Hansen, Marguerite Hall, S. Liebling, Alfred Burbank",
5/5/1883,25,30,1882-83,Scranton,PA,41.408969,-75.662412,Liberty Hall,Lyceum Circuit,,"Holst Hansen, Marguerite Hall, S. Liebling, Alfred Burbank",
5/7/1883,25,31,1882-83,Hazleton,PA,40.956116,-75.976421,,Lyceum Circuit,,"Holst Hansen, Marguerite Hall, S. Liebling, Alfred Burbank",
5/12/1883,25,32,1882-83,Bellefonte,PA,40.914478,-77.78197,Humes' Hall,Lyceum Circuit,,"Horst Hansen, Franklyn Sonnekalb, W.M. Mason Evans",
5/14/1883,25,33,1882-83,Pen Yan,NY,42.6608266,-77.05423,Opera House,Lyceum Circuit,"Urso, Last Rose of Summer; J.W. Rust, Violin Sonata; Paganini, Witches Dance","Ferdinand Dulcken, Holst Hansen, Alfred Burbank, Marguerite Hall",
5/18/1883,25,34,1882-83,Fredonia,NY,42.44074,-79.332171,Union Hall,Lyceum Circuit,,"Marguerite Hall, Holst Hansen, F. Sonnekalb, Alfred Burbank",
5/21/1883,25,35,1882-83,Detroit,MI,42.331427,-83.045754,Detroit Opera House,Lyceum Circuit,"Rust, Violin Sonata No. 1; Paganini, Witches Dance, Op. 8","Marguerite Hall, Holst Hansen, F. Sonnekalb, Alfred Burbank",
5/23/1883,25,36,1882-83,Owosso,MI,42.9975352,-84.173389,Salisbury Hall,Lyceum Circuit,,"Marguerite Hall, Holst Hansen, F. Sonnekalb, Alfred Burbank",
5/29/1883,25,37,1882-83,South Bend,IN,41.683381,-86.250007,Elkhart Theatre,Lyceum Circuit,,"Marguerite Hall, Holst Hansen, F. Sonnekalb, Alfred Burbank",
6/2/1883,25,38,1882-83,Evanston,IL,42.056599,-87.686627,Methodist Church,Lyceum Circuit,,"Marguerite Hall, Holst Hansen, F. Sonnekalb, Alfred Burbank",
6/5/1883,25,39,1882-83,Rockford,IL,42.2672686,-89.087931,,Lyceum Circuit,,"Marguerite Hall, Holst Hansen, F. Sonnekalb, Alfred Burbank",
6/8/1883,25,40,1882-83,Freeport,IL,42.296138,-89.627109,Freeport Opera House,Lyceum Circuit,,"Marguerite Hall, Holst Hansen, F. Sonnekalb, Alfred Burbank",
6/26/1883,25,41,1882-83,Winona,MN,44.047889,-91.640439,Philharmonic Hall,Lyceum Circuit,,"Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
6/27/1883,25,42,1882-83,Menomonie,WI,44.875565,-91.920173,Menomonie Opera House,Lyceum Circuit,"Urso, Last Rose of Summer; Urso, Old Folks At Home","Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
6/29/1883,25,43,1882-83,Chippewa Fall,WI,44.935862,-91.393208,Opera Hall,Lyceum Circuit,,"Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
6/30/1883,25,44,1882-83,Steven's Point,WI,44.520469,-89.581108,McCulloch's Hall,Lyceum Circuit,,"Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
7/4/1883,25,45,1882-83,Oshkosh,WI,44.024706,-88.542614,,Lyceum Circuit,,"Florence Pierron, Holst Hansen, Franklin Sonnekalb, William Mason Evans, Mendelssohn Quartet",
7/5/1883,25,46,1882-83,Appleton,WI,44.261931,-88.415385,Appleton Opera House,Lyceum Circuit,,"Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
7/13/1883,25,47,1882-83,Madison,WI,43.073052,-89.40123,Methodist Church,Lyceum Circuit,"Paganini, Witches Dance, Op. 8; Rust, Violin Sonata No. 1; Urso, the Dream","Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
7/17/1883,25,48,1882-83,St. Cloud,MN,45.559511,-94.155091,St. Cloud Opera House,Lyceum Circuit,,"Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
7/25/1883,25,49,1882-83,Bismark,ND,46.8071131,-100.78464,,Lyceum Circuit,,"Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
7/26/1883,25,50,1882-83,Mandan,ND,46.827485,-100.89311,,Lyceum Circuit,,"Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
7/30/1883,25,51,1882-83,Grand Forks,ND,47.926123,-97.034448,Gotsian Hall,Lyceum Circuit,,"Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
8/8/1883,25,52,1882-83,Duluth,MN,46.783475,-92.104691,Dramatic Temple,Lyceum Circuit,"Rust, Violin Sonata No. 1; Paganini, Witches Dance, Op. 8; Urso, The Dream","Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
8/9/1883,25,53,1882-83,Grand Rapids,MI,42.9691175,-85.670109,,Lyceum Circuit,,"Holst Hansen, William Mason Evans, F. Sonnenkalb, Mrs. Will J. Evans",
10/25/1883,26,1,1883-84,Concord,NH,43.2062535,-71.539843,Concord Opera House,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
10/30/1883,26,2,1883-84,Haverhill,MA,42.7775759,-71.076697,Haverhill City Hall,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
11/9/1883,26,3,1883-84,Meriden,CT,41.538154,-72.807043,,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
11/12/1883,26,4,1883-84,New Haven,CT,41.307017,-72.923091,New Haven Town Hall,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
11/26/1883,26,5,1883-84,Scranton,PA,41.408969,-75.662412,,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
11/28/1883,26,6,1883-84,Harrisburg,PA,40.259973,-76.882326,Harrisburg Opera House,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
11/30/1883,26,7,1883-84,Lewisburg,PA,40.961861,-76.885927,Lewisburg Music Hall,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
12/6/1883,26,8,1883-84,Brattleboro,VT,42.850915,-72.557868,Crosby Opera Hall,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
12/8/1883,26,9,1883-84,Montpelier,VT,44.260059,-72.575387,,Lyceum Circuit,,"HOlst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
12/13/1883,26,10,1883-84,St. Johnsbury,VT,44.417178,-72.01551,,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
12/15/1883,26,11,1883-84,Vergennes,VT,44.168449,-73.250745,,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
12/17/1883,26,12,1883-84,Middlebury,VT,44.015329,-73.167351,Middlebury Baptist Church,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
12/18/1883,26,13,1883-84,Poultney,VT,43.5169646,-73.232797,Goodrich Hall,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
12/20/1883,26,14,1883-84,Fort Edward,NY,43.2679367,-73.585596,,Lyceum Circuit,,"Holst Hansen, Ada Gleason, Isidore Luckstone, William Mason Evans",
1/1/1884,26,15,1883-84,Allentown,PA,40.603554,-75.466919,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
1/12/1884,26,16,1883-84,Olean,NY,42.077548,-78.429229,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
1/18/1884,26,17,1883-84,Davenport,IA,41.523644,-90.577637,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
1/29/1884,26,18,1883-84,Port Huron,MI,42.970863,-82.424914,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
2/7/1884,26,19,1883-84,Decatur,IL,39.840315,-88.9548,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
2/8/1884,26,20,1883-84,Champagne,IL,40.11642,-88.243383,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
2/13/1884,26,21,1883-84,Freeport,IL,42.296138,-89.627109,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
2/18/1884,26,22,1883-84,Mexico,MO,39.174002,-91.881474,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
2/28/1884,26,23,1883-84,Galena,KS,37.074927,-94.641201,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
2/29/1884,26,24,1883-84,Oswego,KS,37.166018,-95.107711,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
3/1/1884,26,25,1883-84,Indepedence,KS,37.227264,-95.706632,,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
3/3/1884,26,26,1883-84,Wichita,KS,37.692236,-97.337545,Witchita Opera House,Lyceum Circuit,,"Holst Hansen, Marguertie Hall, William Mason Evans, Adolph Bauer",
